RedFighter,BlueFighter,RedOdds,BlueOdds,RedExpectedValue,BlueExpectedValue,Date,Location,Country,TitleBout,WeightClass,Gender,NumberOfRounds,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueDraws,BlueLongestWinStreak,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWinsByDecisionMajority,BlueWinsByDecisionSplit,BlueWinsByDecisionUnanimous,BlueWinsByKO,BlueWinsBySubmission,BlueWinsByTKODoctorStoppage,BlueWins,BlueStance,BlueHeightCms,BlueReachCms,BlueWeightLbs,RedCurrentLoseStreak,RedCurrentWinStreak,RedDraws,RedLongestWinStreak,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWinsByDecisionMajority,RedWinsByDecisionSplit,RedWinsByDecisionUnanimous,RedWinsByKO,RedWinsBySubmission,RedWinsByTKODoctorStoppage,RedWins,RedStance,RedHeightCms,RedReachCms,RedWeightLbs,RedAge,BlueAge,LoseStreakDif,WinStreakDif,LongestWinStreakDif,WinDif,LossDif,TotalRoundDif,TotalTitleBoutDif,KODif,SubDif,HeightDif,ReachDif,AgeDif,SigStrDif,AvgSubAttDif,AvgTDDif,BetterRank,Finish,FightStance,label
Marcin Tybura,Jhonata Diniz,-105.0,-115.0,95.2381,86.9565,2024-11-16,"New York City, New York, USA",USA,False,Heavyweight,MALE,3,0,3,0,3,0,6,0,0,0,1,2,0,0,3,Orthodox,193.04,200.66,254.0,1,0,0,5,8,49,0,1,0,6,4,1,0,12,Orthodox,190.5,198.12,249.0,39.0,33.0,-1,3,-2,-9,-8,-43,0,-2,-1,2.54,2.54,-6,-0.21,-0.1,-1.42,Red,KO/TKO,Closed Stance,0
Mickey Gall,Ramiz Brahimaj,-170.0,142.0,58.8235,142.0,2024-11-16,"New York City, New York, USA",USA,False,Welterweight,MALE,3,1,0,0,1,3,11,0,0,0,0,0,2,0,2,Orthodox,177.8,182.88,170.0,3,0,0,3,6,24,0,0,0,1,0,5,0,6,Switch,187.96,187.96,170.0,32.0,31.0,-2,0,-2,-4,-3,-13,0,0,-3,-10.16,-5.08,-1,-1.24,-0.1,0.36,neither,KO/TKO,Open Stance,1
Bassil Hafez,Oban Elliott,250.0,-310.0,250.0,32.2581,2024-11-16,"New York City, New York, USA",USA,False,Welterweight,MALE,3,0,3,0,3,0,9,0,1,0,2,0,0,0,3,Orthodox,182.88,182.88,170.0,0,1,0,1,1,6,0,0,0,1,0,0,0,1,Orthodox,180.34,182.88,170.0,32.0,26.0,0,2,2,2,-1,3,0,0,0,2.54,0.0,-6,0.55,0.0,-0.05,neither,KO/TKO,Closed Stance,1
Neil Magny,Carlos Prates,550.0,-800.0,550.0,12.5,2024-11-09,"Las Vegas, Nevada, USA",USA,False,Welterweight,MALE,5,0,4,0,4,0,7,0,0,0,0,4,0,0,4,Switch,185.42,198.12,170.0,1,0,0,7,11,88,0,0,4,10,6,2,0,22,Orthodox,190.5,203.2,170.0,37.0,31.0,-1,4,-3,-18,-11,-81,0,-2,-2,-5.08,-5.08,-6,0.96,-0.2,-1.68,Red,KO/TKO,Open Stance,1
Gerald Meerschaert,Reinier de Ridder,250.0,-310.0,250.0,32.2581,2024-11-09,"Las Vegas, Nevada, USA",USA,False,Middleweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,193.04,198.12,185.0,0,2,0,3,9,43,0,0,0,0,1,11,0,12,Southpaw,185.42,195.58,185.0,36.0,34.0,0,-2,-3,-12,-9,-43,0,-1,-11,7.62,2.54,-2,0.14,-0.2,4.38,neither,SUB,Closed Stance,1
Gaston Bolanos,Cortavious Romious,205.0,-250.0,205.0,40.0,2024-11-09,"Las Vegas, Nevada, USA",USA,False,Bantamweight,MALE,3,0,1,0,1,1,4,0,0,0,1,0,0,0,1,Southpaw,162.56,172.72,135.0,1,0,0,1,1,5,0,0,0,1,0,0,0,1,Orthodox,170.18,175.26,135.0,32.0,30.0,-1,1,0,0,0,-1,0,0,0,-7.62,-2.54,-2,-1.64,1.0,1.19,neither,U-DEC,Open Stance,0
Luana Pinheiro,Gillian Robertson,360.0,-470.0,360.0,21.2766,2024-11-09,"Las Vegas, Nevada, USA",USA,False,Women's Strawweight,FEMALE,3,0,2,0,2,6,37,0,0,0,2,2,7,0,11,Orthodox,165.1,160.02,115.0,2,0,0,4,2,13,0,0,1,1,1,0,0,4,Orthodox,157.48,157.48,115.0,31.0,29.0,-2,2,-2,7,4,24,0,1,7,7.62,2.54,-2,-0.53,0.8,0.88,Red,U-DEC,Closed Stance,1
Mansur Abdul-Malik,Dusko Todorovic,-485.0,370.0,20.6186,370.0,2024-11-09,"Las Vegas, Nevada, USA",USA,False,Middleweight,MALE,3,1,0,0,2,4,14,0,0,0,1,3,0,0,4,Orthodox,185.42,187.96,185.0,0,1,0,1,0,2,0,0,0,0,1,0,0,1,Orthodox,187.96,200.66,185.0,27.0,30.0,1,-1,1,3,4,12,0,2,0,-2.54,-12.7,3,-1.26,0.0,0.92,neither,KO/TKO,Closed Stance,0
Brandon Moreno,Amir Albazi,-180.0,150.0,55.5556,150.0,2024-11-02,"Edmonton, Alberta, Canada",Canada,False,Flyweight,MALE,5,0,5,0,5,0,13,0,0,1,1,1,2,0,5,Orthodox,165.1,172.72,125.0,2,0,2,3,5,53,6,0,1,2,3,3,0,9,Orthodox,170.18,177.8,125.0,30.0,31.0,-2,5,2,-4,-5,-40,-6,-2,-1,-5.08,-5.08,1,-1.27,0.1,-0.2,Red,U-DEC,Closed Stance,0
Erin Blanchfield,Rose Namajunas,-155.0,130.0,64.5161,130.0,2024-11-02,"Edmonton, Alberta, Canada",Canada,False,Women's Flyweight,FEMALE,3,0,2,0,3,5,52,7,0,2,4,2,3,0,11,Orthodox,165.1,165.1,125.0,1,0,0,6,1,19,0,0,0,3,0,3,0,6,Orthodox,162.56,167.64,125.0,25.0,32.0,-1,2,-3,5,4,33,7,2,0,2.54,-2.54,7,-1.53,-0.4,-0.4,Red,U-DEC,Closed Stance,0
Caio Machado,Brendson Ribeiro,-192.0,160.0,52.0833,160.0,2024-11-02,"Edmonton, Alberta, Canada",Canada,False,Light Heavyweight,MALE,3,2,0,0,1,2,5,0,0,0,0,1,0,0,1,Orthodox,190.5,205.74,205.0,2,0,0,1,2,9,0,0,0,1,0,0,0,1,Southpaw,193.04,198.12,250.0,30.0,28.0,0,0,0,0,0,-4,0,1,0,-2.54,7.62,-2,-2.66,0.4,1.27,neither,S-DEC,Open Stance,1
Ariane da Silva,Jasmine Jasudavicius,190.0,-250.0,190.0,40.0,2024-11-02,"Edmonton, Alberta, Canada",Canada,False,Women's Flyweight,FEMALE,3,0,2,0,2,2,24,0,0,0,5,0,1,0,6,Orthodox,170.18,172.72,125.0,1,0,0,3,6,29,0,0,1,3,0,2,0,6,Orthodox,167.64,170.18,125.0,30.0,35.0,-1,2,-1,0,-4,-5,0,0,-1,2.54,2.54,5,-0.34,0.3,1.98,Red,SUB,Closed Stance,1
Marc-Andre Barriault,Dustin Stoltzfus,-270.0,220.0,37.037,220.0,2024-11-02,"Edmonton, Alberta, Canada",Canada,False,Middleweight,MALE,3,1,0,0,1,5,17,0,0,0,1,1,1,0,3,Orthodox,182.88,190.5,185.0,2,0,0,2,7,31,0,0,0,2,2,1,0,5,Orthodox,185.42,187.96,185.0,34.0,32.0,-1,0,-1,-2,-2,-14,0,-1,0,-2.54,2.54,-2,-2.51,1.0,2.1,neither,KO/TKO,Closed Stance,1
Mike Malott,Trevin Giles,-375.0,295.0,26.6667,295.0,2024-11-02,"Edmonton, Alberta, Canada",Canada,False,Welterweight,MALE,3,2,0,0,3,6,32,0,0,2,2,3,0,0,7,Orthodox,182.88,187.96,170.0,1,0,0,4,1,8,0,0,0,0,1,3,0,4,Orthodox,185.42,185.42,170.0,32.0,32.0,1,0,-1,3,5,24,0,2,-3,-2.54,2.54,0,-0.68,-0.5,-1.2,neither,U-DEC,Closed Stance,0
Ilia Topuria,Max Holloway,-305.0,245.0,32.7869,245.0,2024-10-26,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,True,Featherweight,MALE,5,0,3,0,13,7,98,9,0,1,8,11,2,0,22,Orthodox,180.34,175.26,145.0,0,7,0,7,0,16,1,0,0,2,4,1,0,7,Orthodox,170.18,175.26,145.0,27.0,32.0,0,-4,6,15,7,82,8,7,1,10.16,0.0,5,2.47,-0.8,-1.77,Red,KO/TKO,Closed Stance,0
Robert Whittaker,Khamzat Chimaev,200.0,-245.0,200.0,40.8163,2024-10-26,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,False,Middleweight,MALE,3,0,7,0,7,0,12,0,1,0,1,2,3,0,7,Orthodox,187.96,190.5,185.0,0,2,0,9,5,64,4,0,1,10,6,0,0,17,Orthodox,182.88,185.42,185.0,33.0,30.0,0,5,-2,-10,-5,-52,-4,-4,3,5.08,5.08,-3,0.82,2.8,3.51,Red,SUB,Closed Stance,1
Magomed Ankalaev,Aleksandar Rakic,-340.0,270.0,29.4118,270.0,2024-10-26,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,False,Light Heavyweight,MALE,3,2,0,0,4,3,22,0,0,0,4,2,0,0,6,Orthodox,193.04,198.12,205.0,0,10,1,9,1,33,1,0,0,4,6,0,0,10,Orthodox,190.5,190.5,205.0,32.0,32.0,2,-10,-5,-4,2,-11,-1,-4,0,2.54,7.62,0,0.52,0.1,-0.26,Red,U-DEC,Closed Stance,0
Lerone Murphy,Dan Ige,-340.0,270.0,29.4118,270.0,2024-10-26,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,False,Featherweight,MALE,3,1,0,0,6,7,49,0,0,2,3,4,2,0,11,Orthodox,170.18,180.34,145.0,0,6,1,6,0,20,0,0,1,3,2,0,0,6,Orthodox,175.26,185.42,145.0,33.0,33.0,1,-6,0,5,7,29,0,2,2,-5.08,-5.08,0,-1.14,-0.4,-0.79,Red,U-DEC,Closed Stance,0
Shara Magomedov,Armen Petrosyan,-166.0,140.0,60.241,140.0,2024-10-26,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,False,Middleweight,MALE,3,1,0,0,2,2,14,0,0,1,2,1,0,0,4,Orthodox,190.5,180.34,185.0,0,3,0,3,0,9,0,0,0,2,1,0,0,3,Orthodox,187.96,185.42,185.0,30.0,33.0,1,-3,-1,1,2,5,0,0,0,2.54,-5.08,3,-0.87,0.0,0.19,neither,KO/TKO,Closed Stance,0
Ibo Aslan,Rafael Cerqueira,-108.0,-112.0,92.5926,89.2857,2024-10-26,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,False,Light Heavyweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,190.5,193.04,205.0,0,2,0,2,0,4,0,0,0,0,2,0,0,2,Orthodox,190.5,195.58,205.0,28.0,34.0,0,-2,-2,-2,0,-4,0,-2,0,0.0,-2.54,6,-7.16,0.0,0.0,neither,KO/TKO,Open Stance,0
Geoff Neal,Rafael Dos Anjos,-245.0,200.0,40.8163,200.0,2024-10-26,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,False,Welterweight,MALE,3,2,0,0,5,14,111,4,0,1,11,4,5,0,21,Southpaw,172.72,177.8,170.0,2,0,0,6,4,30,0,0,1,1,5,1,0,8,Southpaw,180.34,190.5,170.0,34.0,40.0,0,0,-1,13,10,81,4,-1,4,-7.62,-12.7,6,-1.57,0.5,1.39,Red,KO/TKO,Closed Stance,0
Mateusz Rebecki,Myktybek Orolbai,215.0,-265.0,215.0,37.7358,2024-10-26,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,False,Catch Weight,MALE,3,0,2,0,2,0,5,0,0,0,1,0,1,0,2,Orthodox,177.8,187.96,155.0,1,0,0,4,1,10,0,0,0,1,1,2,0,4,Southpaw,170.18,167.64,155.0,31.0,26.0,-1,2,-2,-2,-1,-5,0,-1,-1,7.62,20.32,-5,-1.28,-0.4,1.52,neither,S-DEC,Open Stance,0
Abus Magomedov,Brunno Ferreira,-155.0,130.0,64.5161,130.0,2024-10-26,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,False,Middleweight,MALE,3,0,2,0,2,1,5,0,0,0,0,4,0,0,4,Orthodox,177.8,182.88,185.0,0,1,0,1,2,9,0,0,0,1,1,0,0,2,Orthodox,187.96,198.12,185.0,34.0,31.0,0,1,1,2,-1,-4,0,3,0,-10.16,-15.24,-3,1.11,0.2,-2.62,neither,SUB,Closed Stance,0
Kennedy Nzechukwu,Chris Barnett,-800.0,550.0,12.5,550.0,2024-10-26,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,False,Heavyweight,MALE,3,0,1,0,1,2,9,0,0,0,0,2,0,0,2,Orthodox,175.26,190.5,265.0,2,0,0,3,5,30,0,0,1,1,5,1,0,8,Southpaw,195.58,210.82,205.0,32.0,38.0,-2,1,-2,-6,-3,-21,0,-3,-1,-20.32,-20.32,6,-1.13,-0.2,-0.58,neither,KO/TKO,Open Stance,0
Farid Basharat,Victor Hugo,-575.0,425.0,17.3913,425.0,2024-10-26,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,False,Featherweight,MALE,3,0,2,0,2,0,5,0,0,0,1,0,1,0,2,Orthodox,170.18,180.34,135.0,0,4,0,4,0,10,0,0,0,3,0,1,0,4,Orthodox,172.72,180.34,135.0,27.0,31.0,0,-2,-2,-2,0,-5,0,0,0,-2.54,0.0,4,-1.09,0.7,-3.16,neither,U-DEC,Closed Stance,0
Ismail Naurdiev,Bruno Silva,-148.0,124.0,67.5676,124.0,2024-10-26,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,False,Middleweight,MALE,3,3,0,0,3,5,19,0,0,0,0,4,0,0,4,Orthodox,182.88,187.96,185.0,1,0,0,1,2,12,0,0,0,2,0,0,0,2,Orthodox,177.8,187.96,185.0,28.0,35.0,2,0,2,2,3,7,0,4,0,5.08,0.0,7,0.44,-0.2,-0.82,neither,U-DEC,Closed Stance,0
Rinat Fakhretdinov,Carlos Leal,-218.0,180.0,45.8716,180.0,2024-10-26,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,False,Welterweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,187.96,170.0,0,4,1,3,0,13,0,0,1,2,0,1,0,4,Orthodox,182.88,187.96,170.0,33.0,30.0,0,-4,-3,-4,0,-13,0,0,-1,-2.54,0.0,-3,2.35,-0.2,-2.95,neither,U-DEC,Closed Stance,0
Anthony Hernandez,Michel Pereira,-162.0,136.0,61.7284,136.0,2024-10-19,"Las Vegas, Nevada, USA",USA,False,Middleweight,MALE,5,0,8,0,8,2,25,0,0,1,3,2,3,0,9,Orthodox,185.42,185.42,185.0,0,5,0,5,2,19,0,0,0,1,1,4,0,6,Orthodox,182.88,190.5,185.0,31.0,31.0,0,3,3,3,0,6,0,1,-1,2.54,-5.08,0,-0.44,-1.5,-5.37,Red,KO/TKO,Closed Stance,0
Rob Font,Kyler Phillips,455.0,-625.0,455.0,16.0,2024-10-19,"Las Vegas, Nevada, USA",USA,False,Bantamweight,MALE,3,0,3,0,4,1,21,0,0,0,4,2,1,0,7,Orthodox,172.72,182.88,135.0,2,0,0,4,7,46,0,0,0,3,6,1,0,10,Orthodox,172.72,180.34,135.0,37.0,29.0,-2,3,0,-3,-6,-25,0,-4,0,0.0,2.54,-8,-0.16,0.1,1.79,Red,U-DEC,Closed Stance,0
Charles Johnson,Sumudaerji,-305.0,245.0,32.7869,245.0,2024-10-19,"Las Vegas, Nevada, USA",USA,False,Flyweight,MALE,3,2,0,0,3,3,12,0,0,0,2,1,0,0,3,Southpaw,172.72,182.88,125.0,0,3,0,3,4,25,0,0,1,2,2,0,0,5,Switch,175.26,177.8,125.0,33.0,28.0,2,-3,0,-2,-1,-13,0,-1,0,-2.54,5.08,-5,-0.05,0.5,-0.33,neither,U-DEC,Open Stance,0
Jake Hadley,Cameron Smotherman,-575.0,425.0,17.3913,425.0,2024-10-19,"Las Vegas, Nevada, USA",USA,False,Bantamweight,MALE,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,175.26,175.26,135.0,0,1,0,2,3,17,0,0,0,1,1,2,0,4,Southpaw,170.18,177.8,135.0,28.0,27.0,1,-1,-2,-4,-2,-16,0,-1,-2,5.08,-2.54,-1,2.45,-1.1,-0.33,neither,U-DEC,Open Stance,1
Darren Elkins,Daniel Pineda,-170.0,142.0,58.8235,142.0,2024-10-19,"Las Vegas, Nevada, USA",USA,False,Featherweight,MALE,3,2,0,0,2,7,27,0,0,0,0,1,4,0,5,Orthodox,170.18,175.26,145.0,0,1,0,6,10,72,0,0,2,9,4,3,0,18,Orthodox,177.8,180.34,145.0,40.0,39.0,2,-1,-4,-13,-3,-45,0,-3,1,-7.62,-5.08,-1,-0.55,0.4,-1.44,neither,U-DEC,Closed Stance,0
Matheus Nicolau,Asu Almabayev,205.0,-250.0,205.0,40.0,2024-10-19,"Las Vegas, Nevada, USA",USA,False,Flyweight,MALE,3,0,3,0,3,0,8,0,0,0,2,0,1,0,3,Orthodox,162.56,165.1,125.0,2,0,0,4,3,24,0,0,2,3,1,1,0,7,Orthodox,167.64,167.64,125.0,31.0,30.0,-2,3,-1,-4,-3,-16,0,-1,0,-5.08,-2.54,-1,-1.2,0.9,3.86,Red,U-DEC,Closed Stance,1
Brad Katona,Jean Matsumoto,170.0,-205.0,170.0,48.7805,2024-10-19,"Las Vegas, Nevada, USA",USA,False,Bantamweight,MALE,3,0,2,0,2,0,5,0,0,0,1,0,1,0,2,Orthodox,167.64,172.72,135.0,0,1,0,2,3,21,1,0,0,4,0,0,0,4,Orthodox,167.64,162.56,135.0,32.0,25.0,0,1,0,-2,-3,-16,-1,0,1,0.0,10.16,-7,0.36,0.4,-0.75,neither,U-DEC,Closed Stance,1
Joselyne Edwards,Tamires Vidal,-258.0,210.0,38.7597,210.0,2024-10-19,"Las Vegas, Nevada, USA",USA,False,Women's Bantamweight,FEMALE,3,2,0,0,1,2,7,0,0,0,0,1,0,0,1,Orthodox,167.64,172.72,135.0,2,0,0,3,4,24,0,0,2,2,0,0,0,4,Orthodox,172.72,177.8,135.0,29.0,26.0,0,0,-2,-3,-2,-17,0,1,0,-5.08,-5.08,-3,-1.57,0.1,-1.23,neither,SUB,Closed Stance,0
Jessica Penne,Elise Reed,190.0,-230.0,190.0,43.4783,2024-10-19,"Las Vegas, Nevada, USA",USA,False,Women's Strawweight,FEMALE,3,1,0,0,1,4,17,0,0,1,2,0,0,0,3,Orthodox,160.02,160.02,115.0,2,0,0,2,6,30,1,0,2,0,1,3,0,6,Orthodox,165.1,170.18,115.0,41.0,31.0,-1,0,-1,-3,-2,-13,-1,-1,-3,-5.08,-10.16,-10,0.87,-0.5,-0.8,neither,U-DEC,Closed Stance,1
Melissa Martinez,Alice Ardelean,-155.0,130.0,64.5161,130.0,2024-10-19,"Las Vegas, Nevada, USA",USA,False,Women's Strawweight,FEMALE,3,1,0,0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,160.02,157.48,115.0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,Southpaw,157.48,167.64,115.0,27.0,32.0,0,0,0,0,0,0,0,0,0,2.54,-10.16,5,1.07,0.0,0.5,neither,U-DEC,Open Stance,0
Austen Lane,Robelis Despaigne,330.0,-425.0,330.0,23.5294,2024-10-19,"Las Vegas, Nevada, USA",USA,False,Heavyweight,MALE,3,1,0,0,1,1,4,0,0,0,0,1,0,0,1,Orthodox,200.66,213.36,265.0,2,0,0,1,3,6,0,0,0,0,1,0,0,1,Orthodox,198.12,203.2,245.0,36.0,36.0,-1,0,0,0,-2,-2,0,0,0,2.54,10.16,0,-0.36,0.0,-2.03,neither,U-DEC,Closed Stance,0
Grant Dawson,Rafa Garcia,-380.0,300.0,26.3158,300.0,2024-10-12,"Las Vegas, Nevada, USA",USA,False,Lightweight,MALE,3,0,2,0,2,3,20,0,0,0,3,0,1,0,4,Orthodox,170.18,177.8,155.0,0,1,1,6,1,31,0,0,0,4,1,5,0,10,Switch,177.8,182.88,155.0,30.0,30.0,0,1,-4,-6,2,-11,0,-1,-4,-7.62,-5.08,0,0.82,-0.9,-0.27,neither,KO/TKO,Open Stance,0
Daniel Rodriguez,Alex Morono,-245.0,200.0,40.8163,200.0,2024-10-12,"Las Vegas, Nevada, USA",USA,False,Welterweight,MALE,3,1,0,0,4,7,53,0,0,1,8,2,2,0,13,Orthodox,180.34,182.88,170.0,3,0,0,4,4,29,0,0,1,4,2,1,0,8,Southpaw,185.42,187.96,170.0,37.0,34.0,-2,0,0,5,3,24,0,0,1,-5.08,-5.08,-3,-2.54,0.2,-0.25,neither,S-DEC,Open Stance,0
CJ Vergara,Ramazan Temirov,240.0,-298.0,240.0,33.557,2024-10-12,"Las Vegas, Nevada, USA",USA,False,Flyweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,162.56,160.02,125.0,1,0,0,2,3,17,0,0,1,1,2,0,0,4,Orthodox,167.64,172.72,125.0,33.0,27.0,-1,0,-2,-4,-3,-17,0,-2,0,-5.08,-12.7,-6,3.02,-0.2,0.0,neither,KO/TKO,Closed Stance,1
Jonathan Pearce,Pat Sabatini,-180.0,150.0,55.5556,150.0,2024-10-12,"Las Vegas, Nevada, USA",USA,False,Featherweight,MALE,3,1,0,0,4,2,14,0,0,0,3,0,2,0,5,Orthodox,172.72,177.8,145.0,2,0,0,5,3,21,0,0,0,2,3,1,0,6,Switch,182.88,180.34,145.0,32.0,33.0,-1,0,-1,-1,-1,-7,0,-3,1,-10.16,-2.54,1,-3.18,1.2,-1.05,neither,SUB,Open Stance,1
Themba Gorimbo,Niko Price,-290.0,235.0,34.4828,235.0,2024-10-12,"Las Vegas, Nevada, USA",USA,False,Welterweight,MALE,3,0,1,0,2,7,34,0,0,0,2,4,2,0,8,Orthodox,182.88,193.04,170.0,0,3,0,3,1,9,0,0,0,2,1,0,0,3,Orthodox,185.42,195.58,170.0,33.0,35.0,0,-2,-1,5,6,25,0,3,2,-2.54,-2.54,2,2.1,0.1,-3.85,neither,U-DEC,Closed Stance,0
Junior Tafa,Sean Sharaf,-238.0,195.0,42.0168,195.0,2024-10-12,"Las Vegas, Nevada, USA",USA,False,Heavyweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,190.5,195.58,252.0,2,0,0,1,3,7,0,0,0,0,1,0,0,1,Orthodox,190.5,190.5,240.0,28.0,31.0,-2,0,-1,-1,-3,-7,0,-1,0,0.0,5.08,3,3.95,0.0,2.07,neither,KO/TKO,Closed Stance,0
Julia Polastri,Cory McKenna,-108.0,-112.0,92.5926,89.2857,2024-10-12,"Las Vegas, Nevada, USA",USA,False,Women's Strawweight,FEMALE,3,1,0,0,2,2,15,0,0,0,3,0,1,0,4,Orthodox,160.02,147.32,115.0,1,0,0,1,2,8,0,0,0,0,0,1,0,1,Orthodox,157.48,160.02,115.0,26.0,25.0,0,0,1,3,0,7,0,0,0,2.54,-12.7,-1,-2.63,-0.2,0.89,neither,S-DEC,Closed Stance,0
Dan Argueta,Cody Haddon,124.0,-148.0,124.0,67.5676,2024-10-12,"Las Vegas, Nevada, USA",USA,False,Bantamweight,MALE,3,0,1,0,1,0,1,0,0,0,0,0,1,0,1,Orthodox,170.18,175.26,135.0,1,0,0,1,2,12,0,0,0,1,0,0,0,1,Southpaw,170.18,172.72,135.0,31.0,26.0,-1,1,0,0,-2,-11,0,0,1,0.0,2.54,-5,6.72,-0.6,-1.88,neither,U-DEC,Open Stance,1
Clayton Carpenter,Lucas Rocha,-245.0,200.0,40.8163,200.0,2024-10-12,"Las Vegas, Nevada, USA",USA,False,Flyweight,MALE,3,0,1,0,1,0,2,0,0,0,0,1,0,0,1,Orthodox,160.02,162.56,125.0,0,2,0,2,0,4,0,0,0,1,0,1,0,2,Orthodox,167.64,167.64,125.0,28.0,24.0,0,-1,-1,-1,0,-2,0,1,-1,-7.62,-5.08,-4,-2.56,-2.4,-2.95,neither,SUB,Closed Stance,0
Alex Pereira,Khalil Rountree Jr.,-425.0,330.0,23.5294,330.0,2024-10-05,"Salt Lake City, Utah, USA",USA,True,Light Heavyweight,MALE,5,0,5,0,5,5,29,1,0,1,1,7,0,0,9,Southpaw,185.42,193.04,205.0,0,4,0,4,1,21,5,0,1,1,6,0,0,8,Orthodox,193.04,200.66,205.0,37.0,34.0,0,1,1,1,4,8,-4,1,0,-7.62,-7.62,-3,-1.73,-0.2,-0.14,Red,KO/TKO,Open Stance,0
Raquel Pennington,Julianna Pena,-155.0,130.0,64.5161,130.0,2024-10-05,"Salt Lake City, Utah, USA",USA,True,Women's Bantamweight,FEMALE,5,1,0,0,4,3,26,3,0,0,3,2,2,0,7,Orthodox,167.64,175.26,135.0,0,6,0,6,5,54,2,0,3,7,0,3,0,13,Orthodox,170.18,170.18,135.0,36.0,35.0,1,-6,-2,-6,-2,-28,1,2,-1,-2.54,5.08,-1,-0.85,0.2,0.98,Red,S-DEC,Closed Stance,1
Jose Aldo,Mario Bautista,102.0,-122.0,102.0,81.9672,2024-10-05,"Salt Lake City, Utah, USA",USA,False,Bantamweight,MALE,3,0,6,0,6,2,20,0,0,0,4,1,3,0,8,Switch,175.26,175.26,135.0,0,1,0,15,7,90,15,0,0,11,11,0,0,22,Orthodox,170.18,177.8,135.0,38.0,31.0,0,5,-9,-14,-5,-70,-15,-10,3,5.08,-2.54,-7,1.71,0.8,1.43,Blue,S-DEC,Open Stance,1
Roman Dolidze,Kevin Holland,124.0,-148.0,124.0,67.5676,2024-10-05,"Salt Lake City, Utah, USA",USA,False,Middleweight,MALE,3,0,1,0,5,8,57,0,0,2,2,5,5,0,14,Orthodox,190.5,205.74,185.0,0,1,0,4,3,25,0,0,1,2,4,0,0,7,Orthodox,187.96,193.04,185.0,36.0,31.0,0,0,1,7,5,32,0,1,5,2.54,12.7,-5,1.08,-0.5,-0.5,Red,KO/TKO,Closed Stance,0
Ketlen Vieira,Kayla Harrison,700.0,-1100.0,700.0,9.0909,2024-10-05,"Salt Lake City, Utah, USA",USA,False,Women's Bantamweight,FEMALE,3,0,1,0,1,0,2,0,0,0,0,0,1,0,1,Southpaw,172.72,167.64,135.0,0,1,0,4,3,34,0,0,3,4,0,1,0,8,Orthodox,172.72,172.72,135.0,33.0,34.0,0,0,-3,-7,-3,-32,0,0,0,0.0,-5.08,1,1.95,0.1,1.36,Red,U-DEC,Open Stance,1
Stephen Thompson,Joaquin Buckley,185.0,-225.0,185.0,44.4444,2024-10-05,"Salt Lake City, Utah, USA",USA,False,Welterweight,MALE,3,0,4,0,4,4,31,0,0,1,2,6,0,0,9,Southpaw,177.8,193.04,170.0,1,0,1,7,7,60,2,0,0,6,6,0,0,12,Orthodox,182.88,190.5,170.0,41.0,30.0,-1,4,-3,-3,-3,-29,-2,0,0,-5.08,2.54,-11,0.02,0.0,1.71,Red,KO/TKO,Open Stance,1
Marina Rodriguez,Iasmin Lucindo,154.0,-185.0,154.0,54.0541,2024-10-05,"Salt Lake City, Utah, USA",USA,False,Women's Strawweight,FEMALE,3,0,3,0,3,1,11,0,0,0,2,0,1,0,3,Orthodox,160.02,167.64,115.0,1,0,2,4,4,42,0,0,1,4,3,0,0,8,Orthodox,167.64,165.1,115.0,37.0,22.0,-1,3,-1,-5,-3,-31,0,-3,1,-7.62,2.54,-15,-1.12,0.0,2.12,Red,S-DEC,Closed Stance,1
